Product ID,Product Name,Category,Subcategory,Units Sold,Manufacturing Price (INR),Sale Price (INR),Profit (INR),Country,State,City,Date of Purchase,Ratings
334054,Ingatorp Dining Table,Furniture,Dining Room Furniture,39,3063.24,4923.63,1860.39,India,West Bengal,Kolkata,19-06-2024,4
133327,Ikea 365 Plate Set,Kitchen and Dining,Dinnerware,16,7505.98,8755.69,1249.71,India,Delhi,New Delhi,14-04-2023,3.5
388390,Pax Wardrobe,Furniture,Bedroom Furniture,2,2275.27,3576.25,1300.98,India,Delhi,New Delhi,05-11-2024,3.9
388390,Pax Wardrobe,Furniture,Bedroom Furniture,41,7869.53,10277.22,2407.69,India,Tamil Nadu,Chennai,12-02-2024,3.2
872247,Bekant Desk,Furniture,Office Furniture,18,5152.59,6158.39,1005.8,India,Tamil Nadu,Chennai,20-05-2024,3.3
770488,Kivik Sofa,Furniture,Living Room Furniture,4,6954.15,8137.92,1183.77,India,Maharashtra,Mumbai,10-12-2023,4.4
131245,Oumbarlig Saucepan,Kitchen and Dining,Cookware,41,8906.66,10153.19,1246.53,India,Maharashtra,Mumbai,26-01-2025,4.7
216740,Poang Armchair,Furniture,Living Room Furniture,19,6939.23,9558.54,2619.31,India,Telangana,Hyderabad,02-09-2023,3.1
388390,Pax Wardrobe,Furniture,Bedroom Furniture,5,1891.82,2371.96,480.14,India,Tamil Nadu,Chennai,22-02-2023,4.4
126226,Lack Coffee Table,Furniture,Living Room Furniture,23,6202.32,6856.83,654.51,India,Delhi,New Delhi,17-07-2024,3.8
216740,Poang Armchair,Furniture,Living Room Furniture,27,8376.17,9377.26,1001.09,India,West Bengal,Kolkata,11-11-2023,3.4
356788,Billy Bookshelf,Furniture,Living Room Furniture,49,5226.79,6678.61,1451.82,India,Maharashtra,Mumbai,15-07-2023,3
246317,Franklin Bar Stool,Furniture,Dining Room Furniture,3,1629,2283.26,654.26,India,Tamil Nadu,Chennai,07-01-2024,4.7
133327,Ikea 365 Plate Set,Kitchen and Dining,Dinnerware,21,8360.93,9404.84,1043.91,India,Delhi,New Delhi,08-01-2024,4.5
542418,Vardagen Frying Pan,Kitchen and Dining,Cookware,43,8398.06,9637.59,1239.53,India,Maharashtra,Mumbai,30-07-2023,3.4
198247,Ledberg LED Strip,Home Decor,Lighting,1,7627.65,9236.26,1608.61,India,Tamil Nadu,Chennai,22-11-2024,4.8
356788,Billy Bookshelf,Furniture,Living Room Furniture,14,4066.46,6927.77,2861.31,India,Tamil Nadu,Chennai,05-11-2023,3.6
131245,Oumbarlig Saucepan,Kitchen and Dining,Cookware,33,7182.73,8700.35,1517.62,India,Delhi,New Delhi,15-04-2023,3.7
809571,Applaro Outdoor Set,Furniture,Outdoor Furniture,26,3752.93,5321.49,1568.56,India,Delhi,New Delhi,13-07-2024,4.9
133327,Ikea 365 Plate Set,Kitchen and Dining,Dinnerware,14,3753.39,4548.03,794.64,India,Tamil Nadu,Chennai,09-11-2023,4.9
334054,Ingatorp Dining Table,Furniture,Dining Room Furniture,49,7057.86,9842.47,2784.61,India,Karnataka,Bangalore,25-03-2024,4.6
876647,Hemnes Nightstand,Furniture,Bedroom Furniture,4,5398.69,7229.93,1831.24,India,Tamil Nadu,Chennai,28-12-2024,4
207474,Markus Office Chair,Furniture,Office Furniture,14,5184.72,7387.84,2203.12,India,Maharashtra,Mumbai,11-06-2024,3.8
809571,Applaro Outdoor Set,Furniture,Outdoor Furniture,26,5048.64,6962.38,1913.74,India,Tamil Nadu,Chennai,02-11-2023,4.6
246317,Franklin Bar Stool,Furniture,Dining Room Furniture,40,4025.82,6543.4,2517.58,India,Maharashtra,Mumbai,16-03-2023,4.7
872247,Bekant Desk,Furniture,Office Furniture,20,8553.84,9724.98,1171.14,India,Maharashtra,Mumbai,03-12-2023,3.1
334054,Ingatorp Dining Table,Furniture,Dining Room Furniture,13,8916.69,10035.88,1119.19,India,Telangana,Hyderabad,30-08-2023,4.3
207474,Markus Office Chair,Furniture,Office Furniture,8,5731.68,8281.56,2549.88,India,Maharashtra,Mumbai,24-06-2023,5
334054,Ingatorp Dining Table,Furniture,Dining Room Furniture,41,2757.58,4504.81,1747.23,India,Maharashtra,Mumbai,02-05-2023,3.2
246317,Franklin Bar Stool,Furniture,Dining Room Furniture,38,5515.13,7528.9,2013.77,India,Tamil Nadu,Chennai,16-11-2024,4.5
388390,Pax Wardrobe,Furniture,Bedroom Furniture,5,8369.04,9408.73,1039.69,India,Karnataka,Bangalore,29-10-2024,4.7
191162,Samla Storage Box,Storage and Organization,Boxes and Baskets,1,2534.22,5726.11,3191.89,India,Karnataka,Bangalore,16-01-2024,4.4
542418,Vardagen Frying Pan,Kitchen and Dining,Cookware,18,2241.49,4062.41,1820.92,India,Karnataka,Bangalore,09-04-2023,4.4
770488,Kivik Sofa,Furniture,Living Room Furniture,3,8749.89,11388.24,2638.35,India,Telangana,Hyderabad,25-06-2024,4.4
216740,Poang Armchair,Furniture,Living Room Furniture,24,3144.1,4773.44,1629.34,India,Delhi,New Delhi,11-07-2023,3.3
876647,Hemnes Nightstand,Furniture,Bedroom Furniture,36,9650.39,11446.76,1796.37,India,Telangana,Hyderabad,09-06-2024,3.3
671859,Raskog Utility Cart,Storage and Organization,Kitchen Storage,30,7726.63,9293.4,1566.77,India,Delhi,New Delhi,07-06-2024,4.8
131245,Oumbarlig Saucepan,Kitchen and Dining,Cookware,24,7745.89,8400.97,655.08,India,Tamil Nadu,Chennai,05-05-2024,4.8
719177,Trofast Storage Unit,Storage and Organization,Storage Furniture,49,11057.6,11389.53,331.93,India,Tamil Nadu,Chennai,13-02-2023,4
388390,Pax Wardrobe,Furniture,Bedroom Furniture,22,10615.39,13434.78,2819.39,India,West Bengal,Kolkata,08-03-2023,4.1
334054,Ingatorp Dining Table,Furniture,Dining Room Furniture,26,3485.89,6787.98,3302.09,India,Telangana,Hyderabad,30-09-2024,4.1
133327,Ikea 365 Plate Set,Kitchen and Dining,Dinnerware,37,1075.43,3785.68,2710.25,India,Maharashtra,Mumbai,14-10-2023,4.5
809571,Applaro Outdoor Set,Furniture,Outdoor Furniture,8,7295.71,9587.98,2292.27,India,Tamil Nadu,Chennai,05-08-2023,3.8
671859,Raskog Utility Cart,Storage and Organization,Kitchen Storage,37,7751.65,10759.25,3007.6,India,Karnataka,Bangalore,05-05-2023,3.5
719177,Trofast Storage Unit,Storage and Organization,Storage Furniture,45,5017.4,8295.74,3278.34,India,Karnataka,Bangalore,30-09-2024,4.6
542418,Vardagen Frying Pan,Kitchen and Dining,Cookware,5,6005.67,8265.31,2259.64,India,Karnataka,Bangalore,10-04-2024,4.1
877573,Malm Bed Frame,Furniture,Bedroom Furniture,2,827.19,1380.23,553.04,India,Karnataka,Bangalore,06-07-2023,4.6
126226,Lack Coffee Table,Furniture,Living Room Furniture,17,9817.03,11164.93,1347.9,India,Maharashtra,Mumbai,22-03-2023,3.8
329259,Vindum High-Pile Rug,Home Decor,Textiles,22,7601.83,9296.03,1694.2,India,Delhi,New Delhi,02-11-2024,4.8
329259,Vindum High-Pile Rug,Home Decor,Textiles,3,10504.03,11957.02,1452.99,India,West Bengal,Kolkata,13-09-2024,3.5
542418,Vardagen Frying Pan,Kitchen and Dining,Cookware,49,10870.57,12678.87,1808.3,India,Tamil Nadu,Chennai,02-04-2024,4.8
542418,Vardagen Frying Pan,Kitchen and Dining,Cookware,25,3058.54,4370.77,1312.23,India,Maharashtra,Mumbai,07-07-2023,3.5
126226,Lack Coffee Table,Furniture,Living Room Furniture,16,2949.37,4555.71,1606.34,India,Maharashtra,Mumbai,27-04-2024,5
216740,Poang Armchair,Furniture,Living Room Furniture,20,8325.11,8961.61,636.5,India,Delhi,New Delhi,14-07-2023,3.3
770488,Kivik Sofa,Furniture,Living Room Furniture,29,2636.15,4725.18,2089.03,India,West Bengal,Kolkata,20-10-2024,3.8
131245,Oumbarlig Saucepan,Kitchen and Dining,Cookware,47,1804.41,3014.39,1209.98,India,Telangana,Hyderabad,03-12-2024,3.3
719177,Trofast Storage Unit,Storage and Organization,Storage Furniture,11,1732.57,2449.04,716.47,India,Delhi,New Delhi,27-07-2023,3.3
126226,Lack Coffee Table,Furniture,Living Room Furniture,31,8964.09,11034.11,2070.02,India,Karnataka,Bangalore,10-10-2023,4.3
356788,Billy Bookshelf,Furniture,Living Room Furniture,3,5817.36,7693.53,1876.17,India,Tamil Nadu,Chennai,20-09-2024,4.7
246317,Franklin Bar Stool,Furniture,Dining Room Furniture,29,2605.08,4294.6,1689.52,India,Telangana,Hyderabad,22-05-2023,4.9
198247,Ledberg LED Strip,Home Decor,Lighting,29,9361.35,10450.81,1089.46,India,Maharashtra,Mumbai,01-10-2024,4.1
876647,Hemnes Nightstand,Furniture,Bedroom Furniture,35,3079.25,4002.14,922.89,India,Telangana,Hyderabad,27-12-2024,4.4
126226,Lack Coffee Table,Furniture,Living Room Furniture,6,6560.56,8506.86,1946.3,India,Maharashtra,Mumbai,04-05-2024,4
246317,Franklin Bar Stool,Furniture,Dining Room Furniture,8,1218.99,3403.9,2184.91,India,Karnataka,Bangalore,30-01-2023,3.9
131245,Oumbarlig Saucepan,Kitchen and Dining,Cookware,36,5764.76,8533.58,2768.82,India,Delhi,New Delhi,31-08-2023,4.2
877573,Malm Bed Frame,Furniture,Bedroom Furniture,3,4709.89,6653.69,1943.8,India,West Bengal,Kolkata,24-11-2024,3.8
876647,Hemnes Nightstand,Furniture,Bedroom Furniture,33,924.51,3094.52,2170.01,India,Maharashtra,Mumbai,20-05-2023,3
388390,Pax Wardrobe,Furniture,Bedroom Furniture,16,9972.45,11204.97,1232.52,India,Delhi,New Delhi,08-05-2023,4
877573,Malm Bed Frame,Furniture,Bedroom Furniture,25,11087.39,12527.93,1440.54,India,Karnataka,Bangalore,22-03-2024,4.7
388390,Pax Wardrobe,Furniture,Bedroom Furniture,31,10890.73,11329.08,438.35,India,Maharashtra,Mumbai,10-08-2023,4.3
191162,Samla Storage Box,Storage and Organization,Boxes and Baskets,24,5847.95,7962.28,2114.33,India,Telangana,Hyderabad,09-10-2024,3.1
809571,Applaro Outdoor Set,Furniture,Outdoor Furniture,2,4998.31,7176.03,2177.72,India,Tamil Nadu,Chennai,12-06-2023,4.2
246317,Franklin Bar Stool,Furniture,Dining Room Furniture,9,9582.79,12545.98,2963.19,India,Telangana,Hyderabad,23-04-2023,4.3
356788,Billy Bookshelf,Furniture,Living Room Furniture,39,9615.26,11640.39,2025.13,India,Karnataka,Bangalore,24-06-2024,3.1
126226,Lack Coffee Table,Furniture,Living Room Furniture,6,4429.84,5044.54,614.7,India,West Bengal,Kolkata,30-11-2024,3.6
809571,Applaro Outdoor Set,Furniture,Outdoor Furniture,35,7697.65,9920.54,2222.89,India,Delhi,New Delhi,17-02-2023,4
198247,Ledberg LED Strip,Home Decor,Lighting,36,3686.66,4802.49,1115.83,India,Telangana,Hyderabad,10-05-2023,3.7
133327,Ikea 365 Plate Set,Kitchen and Dining,Dinnerware,41,2034.19,2979.01,944.82,India,West Bengal,Kolkata,08-02-2023,3.6
133327,Ikea 365 Plate Set,Kitchen and Dining,Dinnerware,21,7625.44,9171.49,1546.05,India,Karnataka,Bangalore,02-11-2023,3.6
809571,Applaro Outdoor Set,Furniture,Outdoor Furniture,44,7799.04,10035.05,2236.01,India,West Bengal,Kolkata,02-10-2024,3.4
329259,Vindum High-Pile Rug,Home Decor,Textiles,50,5712.93,8167.14,2454.21,India,Karnataka,Bangalore,01-10-2024,4.1
334054,Ingatorp Dining Table,Furniture,Dining Room Furniture,38,9367.83,12207.01,2839.18,India,Tamil Nadu,Chennai,31-07-2023,4.3
334054,Ingatorp Dining Table,Furniture,Dining Room Furniture,41,6393.16,8358.29,1965.13,India,West Bengal,Kolkata,29-04-2024,3.5
542418,Vardagen Frying Pan,Kitchen and Dining,Cookware,18,9095.82,10527.3,1431.48,India,Telangana,Hyderabad,06-10-2023,3.5
671859,Raskog Utility Cart,Storage and Organization,Kitchen Storage,26,686.09,2413.7,1727.61,India,West Bengal,Kolkata,09-02-2023,4
131245,Oumbarlig Saucepan,Kitchen and Dining,Cookware,18,10008.91,10409.68,400.77,India,West Bengal,Kolkata,12-06-2023,3.9
542418,Vardagen Frying Pan,Kitchen and Dining,Cookware,7,9178.34,9927.51,749.17,India,West Bengal,Kolkata,22-08-2023,3.2
216740,Poang Armchair,Furniture,Living Room Furniture,5,5258.92,6316.6,1057.68,India,Maharashtra,Mumbai,09-03-2023,3.2
191162,Samla Storage Box,Storage and Organization,Boxes and Baskets,3,1500.71,3255.84,1755.13,India,Karnataka,Bangalore,06-05-2023,3.6
191162,Samla Storage Box,Storage and Organization,Boxes and Baskets,15,5347.62,6737.02,1389.4,India,Karnataka,Bangalore,26-08-2024,4.1
246317,Franklin Bar Stool,Furniture,Dining Room Furniture,2,7213.7,9404.26,2190.56,India,Karnataka,Bangalore,20-12-2023,3.8
131245,Oumbarlig Saucepan,Kitchen and Dining,Cookware,2,3309.36,6377.39,3068.03,India,West Bengal,Kolkata,11-03-2024,3.5
542418,Vardagen Frying Pan,Kitchen and Dining,Cookware,7,6223.76,7474.23,1250.47,India,Maharashtra,Mumbai,26-04-2023,3.3
356788,Billy Bookshelf,Furniture,Living Room Furniture,18,2265.34,4142.47,1877.13,India,Karnataka,Bangalore,29-08-2024,4.7
671859,Raskog Utility Cart,Storage and Organization,Kitchen Storage,14,4504.73,6052.58,1547.85,India,Tamil Nadu,Chennai,18-03-2023,3.9
671859,Raskog Utility Cart,Storage and Organization,Kitchen Storage,49,6774.05,8331.89,1557.84,India,West Bengal,Kolkata,01-02-2024,4.3
191162,Samla Storage Box,Storage and Organization,Boxes and Baskets,22,5817.43,7354.57,1537.14,India,West Bengal,Kolkata,11-01-2024,3.9
334054,Ingatorp Dining Table,Furniture,Dining Room Furniture,10,2968.91,4772.63,1803.72,India,Delhi,New Delhi,23-09-2024,4.6
334054,Ingatorp Dining Table,Furniture,Dining Room Furniture,21,7097.2,8051.71,954.51,India,Karnataka,Bangalore,05-11-2023,3.5
329259,Vindum High-Pile Rug,Home Decor,Textiles,2,5788.95,7312.13,1523.18,India,Tamil Nadu,Chennai,01-03-2024,3
198247,Ledberg LED Strip,Home Decor,Lighting,24,6781.99,8327.08,1545.09,India,Delhi,New Delhi,03-05-2024,3.8
191162,Samla Storage Box,Storage and Organization,Boxes and Baskets,23,4782.24,6669.36,1887.12,India,Delhi,New Delhi,22-04-2023,3.3
246317,Franklin Bar Stool,Furniture,Dining Room Furniture,42,10171.21,13078.23,2907.02,India,West Bengal,Kolkata,14-01-2024,5
876647,Hemnes Nightstand,Furniture,Bedroom Furniture,49,4424.95,5983.48,1558.53,India,Maharashtra,Mumbai,23-02-2024,4.4
216740,Poang Armchair,Furniture,Living Room Furniture,6,10969.02,12234.98,1265.96,India,Delhi,New Delhi,19-07-2023,4.7
872247,Bekant Desk,Furniture,Office Furniture,15,7831.2,9075.59,1244.39,India,Karnataka,Bangalore,19-05-2024,3.2
216740,Poang Armchair,Furniture,Living Room Furniture,42,3958.49,5510.39,1551.9,India,West Bengal,Kolkata,02-03-2023,3.3
770488,Kivik Sofa,Furniture,Living Room Furniture,39,1896.76,3683.6,1786.84,India,Karnataka,Bangalore,14-08-2024,3.4
877573,Malm Bed Frame,Furniture,Bedroom Furniture,36,7990.42,10083.8,2093.38,India,Tamil Nadu,Chennai,27-09-2024,3.5
770488,Kivik Sofa,Furniture,Living Room Furniture,11,5987.49,7027.59,1040.1,India,Delhi,New Delhi,02-01-2025,3.1
388390,Pax Wardrobe,Furniture,Bedroom Furniture,4,8496.82,10418.63,1921.81,India,Karnataka,Bangalore,01-12-2024,4.7
198247,Ledberg LED Strip,Home Decor,Lighting,30,5436.89,7929.06,2492.17,India,Delhi,New Delhi,22-06-2024,3.3
329259,Vindum High-Pile Rug,Home Decor,Textiles,5,6954.81,8443.4,1488.59,India,Maharashtra,Mumbai,08-03-2024,4
671859,Raskog Utility Cart,Storage and Organization,Kitchen Storage,35,8894.59,10889.23,1994.64,India,West Bengal,Kolkata,19-09-2023,4
329259,Vindum High-Pile Rug,Home Decor,Textiles,46,8641.26,10241.82,1600.56,India,West Bengal,Kolkata,18-01-2024,4
542418,Vardagen Frying Pan,Kitchen and Dining,Cookware,3,4035.83,7211.79,3175.96,India,Karnataka,Bangalore,10-06-2024,3.2
191162,Samla Storage Box,Storage and Organization,Boxes and Baskets,25,6154.25,7023.47,869.22,India,Tamil Nadu,Chennai,21-02-2023,3
191162,Samla Storage Box,Storage and Organization,Boxes and Baskets,49,3810.88,6214.04,2403.16,India,Telangana,Hyderabad,16-03-2023,3.3
207474,Markus Office Chair,Furniture,Office Furniture,16,2863.76,4082.42,1218.66,India,Tamil Nadu,Chennai,04-02-2024,4
719177,Trofast Storage Unit,Storage and Organization,Storage Furniture,30,8351.77,9878.32,1526.55,India,Telangana,Hyderabad,16-11-2024,3.1
388390,Pax Wardrobe,Furniture,Bedroom Furniture,7,6088.07,8432.69,2344.62,India,Telangana,Hyderabad,05-12-2023,4.8
191162,Samla Storage Box,Storage and Organization,Boxes and Baskets,39,6025.55,7748.61,1723.06,India,Maharashtra,Mumbai,25-12-2023,4.9
542418,Vardagen Frying Pan,Kitchen and Dining,Cookware,23,6316.96,8031.83,1714.87,India,Maharashtra,Mumbai,13-07-2024,5
388390,Pax Wardrobe,Furniture,Bedroom Furniture,46,5036.77,7062.38,2025.61,India,Telangana,Hyderabad,21-04-2023,3.7
719177,Trofast Storage Unit,Storage and Organization,Storage Furniture,22,8734.85,9960.6,1225.75,India,Tamil Nadu,Chennai,12-02-2024,4.6
198247,Ledberg LED Strip,Home Decor,Lighting,29,9353.82,11457.42,2103.6,India,Maharashtra,Mumbai,03-08-2024,4.1
198247,Ledberg LED Strip,Home Decor,Lighting,5,4877.9,6766.02,1888.12,India,West Bengal,Kolkata,03-01-2025,3.9
872247,Bekant Desk,Furniture,Office Furniture,10,3902.38,5267.01,1364.63,India,Karnataka,Bangalore,07-01-2024,3.1
207474,Markus Office Chair,Furniture,Office Furniture,9,4522.75,6412.19,1889.44,India,Maharashtra,Mumbai,26-03-2023,4.8
191162,Samla Storage Box,Storage and Organization,Boxes and Baskets,37,6660.85,8958.83,2297.98,India,West Bengal,Kolkata,26-12-2024,3.3
216740,Poang Armchair,Furniture,Living Room Furniture,47,9981.02,12139.93,2158.91,India,Delhi,New Delhi,31-03-2023,3.3
542418,Vardagen Frying Pan,Kitchen and Dining,Cookware,6,9653.38,11623.33,1969.95,India,Maharashtra,Mumbai,05-10-2023,3.7
542418,Vardagen Frying Pan,Kitchen and Dining,Cookware,37,11255.34,13138.11,1882.77,India,Delhi,New Delhi,14-05-2024,4.3
133327,Ikea 365 Plate Set,Kitchen and Dining,Dinnerware,43,10385.2,13151.08,2765.88,India,Karnataka,Bangalore,23-05-2023,3.5
770488,Kivik Sofa,Furniture,Living Room Furniture,31,5615.31,7376.31,1761,India,Tamil Nadu,Chennai,20-03-2023,4.4
671859,Raskog Utility Cart,Storage and Organization,Kitchen Storage,38,7023.35,9057.95,2034.6,India,Maharashtra,Mumbai,06-05-2023,4.1
246317,Franklin Bar Stool,Furniture,Dining Room Furniture,30,4862.1,6919.86,2057.76,India,Karnataka,Bangalore,29-08-2023,3.8
671859,Raskog Utility Cart,Storage and Organization,Kitchen Storage,37,6524.17,8134.03,1609.86,India,Tamil Nadu,Chennai,26-05-2024,4.9
126226,Lack Coffee Table,Furniture,Living Room Furniture,4,8448.85,9925.55,1476.7,India,Delhi,New Delhi,02-06-2024,5
809571,Applaro Outdoor Set,Furniture,Outdoor Furniture,8,6017.36,8319.74,2302.38,India,Delhi,New Delhi,26-04-2024,4.9
198247,Ledberg LED Strip,Home Decor,Lighting,26,9244.9,10895.75,1650.85,India,Karnataka,Bangalore,28-03-2024,3.3
356788,Billy Bookshelf,Furniture,Living Room Furniture,21,8380.4,8696.01,315.61,India,West Bengal,Kolkata,03-08-2024,4.5
388390,Pax Wardrobe,Furniture,Bedroom Furniture,28,10364.16,13352.9,2988.74,India,West Bengal,Kolkata,07-10-2023,4.4
388390,Pax Wardrobe,Furniture,Bedroom Furniture,1,8575.15,10742.78,2167.63,India,Maharashtra,Mumbai,19-11-2023,3.7
876647,Hemnes Nightstand,Furniture,Bedroom Furniture,37,2013.86,4013.46,1999.6,India,Telangana,Hyderabad,06-05-2024,3.1
198247,Ledberg LED Strip,Home Decor,Lighting,3,2145.86,2774.1,628.24,India,Maharashtra,Mumbai,15-03-2024,3.8
542418,Vardagen Frying Pan,Kitchen and Dining,Cookware,18,6504.87,8957.61,2452.74,India,Maharashtra,Mumbai,14-09-2023,3.6
126226,Lack Coffee Table,Furniture,Living Room Furniture,39,5073.79,7267.69,2193.9,India,Tamil Nadu,Chennai,15-01-2024,4
246317,Franklin Bar Stool,Furniture,Dining Room Furniture,19,1810.79,2644.39,833.6,India,Telangana,Hyderabad,24-02-2024,3.9
719177,Trofast Storage Unit,Storage and Organization,Storage Furniture,33,6107.31,7967.98,1860.67,India,Delhi,New Delhi,12-05-2024,4.6
246317,Franklin Bar Stool,Furniture,Dining Room Furniture,43,6272.09,8370.49,2098.4,India,Delhi,New Delhi,28-12-2023,3.1
216740,Poang Armchair,Furniture,Living Room Furniture,8,3134.35,4106.38,972.03,India,West Bengal,Kolkata,15-04-2023,3.1
809571,Applaro Outdoor Set,Furniture,Outdoor Furniture,21,5856.28,6754.52,898.24,India,Telangana,Hyderabad,05-10-2024,4.3
131245,Oumbarlig Saucepan,Kitchen and Dining,Cookware,38,7330.87,8591.98,1261.11,India,Telangana,Hyderabad,26-07-2024,3.1
356788,Billy Bookshelf,Furniture,Living Room Furniture,13,6285.11,8038.31,1753.2,India,Tamil Nadu,Chennai,26-04-2023,3.5
356788,Billy Bookshelf,Furniture,Living Room Furniture,30,8579.45,10772.54,2193.09,India,Tamil Nadu,Chennai,20-11-2024,4.6
191162,Samla Storage Box,Storage and Organization,Boxes and Baskets,21,3528.88,6612.27,3083.39,India,Telangana,Hyderabad,19-06-2024,3.8
542418,Vardagen Frying Pan,Kitchen and Dining,Cookware,10,2956.44,4524.32,1567.88,India,Delhi,New Delhi,16-06-2024,4.9
334054,Ingatorp Dining Table,Furniture,Dining Room Furniture,12,7422.9,8158.19,735.29,India,Telangana,Hyderabad,09-12-2024,3.7
329259,Vindum High-Pile Rug,Home Decor,Textiles,22,753.19,3849.09,3095.9,India,Delhi,New Delhi,16-09-2024,3.4
388390,Pax Wardrobe,Furniture,Bedroom Furniture,44,9319.89,10963.4,1643.51,India,Delhi,New Delhi,31-03-2024,4.2
329259,Vindum High-Pile Rug,Home Decor,Textiles,28,2054.91,4227.82,2172.91,India,Karnataka,Bangalore,09-08-2024,4.1
719177,Trofast Storage Unit,Storage and Organization,Storage Furniture,19,5984.83,8798.98,2814.15,India,Maharashtra,Mumbai,30-11-2024,3.1
191162,Samla Storage Box,Storage and Organization,Boxes and Baskets,39,6129.18,7827.18,1698,India,Tamil Nadu,Chennai,14-07-2023,3.5
216740,Poang Armchair,Furniture,Living Room Furniture,43,5452.63,5917.5,464.87,India,Karnataka,Bangalore,28-12-2023,3.4
719177,Trofast Storage Unit,Storage and Organization,Storage Furniture,26,1396.02,4438.76,3042.74,India,Karnataka,Bangalore,13-01-2024,3.5
131245,Oumbarlig Saucepan,Kitchen and Dining,Cookware,2,10457.09,13089.77,2632.68,India,Tamil Nadu,Chennai,17-12-2024,4.6
329259,Vindum High-Pile Rug,Home Decor,Textiles,4,10613.74,12256.44,1642.7,India,Telangana,Hyderabad,24-07-2023,3.6
877573,Malm Bed Frame,Furniture,Bedroom Furniture,25,6237.47,7250.05,1012.58,India,Karnataka,Bangalore,15-12-2023,3.9
809571,Applaro Outdoor Set,Furniture,Outdoor Furniture,16,8403.38,10097.02,1693.64,India,Telangana,Hyderabad,18-10-2023,3.5
207474,Markus Office Chair,Furniture,Office Furniture,17,7631.72,9729.72,2098,India,Telangana,Hyderabad,31-10-2024,3.7
207474,Markus Office Chair,Furniture,Office Furniture,35,10767.05,11192.53,425.48,India,Delhi,New Delhi,15-01-2024,3.2
770488,Kivik Sofa,Furniture,Living Room Furniture,5,6854.29,7926.93,1072.64,India,Karnataka,Bangalore,03-12-2023,3.2
131245,Oumbarlig Saucepan,Kitchen and Dining,Cookware,33,3462.48,5955.02,2492.54,India,Tamil Nadu,Chennai,17-12-2023,3.7
126226,Lack Coffee Table,Furniture,Living Room Furniture,12,8468.2,9786.71,1318.51,India,Delhi,New Delhi,16-08-2024,3
329259,Vindum High-Pile Rug,Home Decor,Textiles,5,3449.63,5320.58,1870.95,India,Maharashtra,Mumbai,11-04-2023,4.1
542418,Vardagen Frying Pan,Kitchen and Dining,Cookware,23,1668.36,3765.79,2097.43,India,Telangana,Hyderabad,27-09-2023,3.2
133327,Ikea 365 Plate Set,Kitchen and Dining,Dinnerware,14,3624.29,6127.45,2503.16,India,Tamil Nadu,Chennai,25-12-2023,4.5
126226,Lack Coffee Table,Furniture,Living Room Furniture,15,9713.92,11045.13,1331.21,India,Telangana,Hyderabad,27-09-2023,3.7
216740,Poang Armchair,Furniture,Living Room Furniture,29,3588.44,6096.9,2508.46,India,Maharashtra,Mumbai,27-06-2024,4.9
809571,Applaro Outdoor Set,Furniture,Outdoor Furniture,48,2560.17,4023.63,1463.46,India,Tamil Nadu,Chennai,13-08-2023,4.7
329259,Vindum High-Pile Rug,Home Decor,Textiles,36,3593.77,5411.08,1817.31,India,West Bengal,Kolkata,14-11-2023,4.1
809571,Applaro Outdoor Set,Furniture,Outdoor Furniture,40,2604.29,4053.49,1449.2,India,Maharashtra,Mumbai,26-05-2023,4.1
191162,Samla Storage Box,Storage and Organization,Boxes and Baskets,3,2355.83,4734.29,2378.46,India,Delhi,New Delhi,14-07-2024,3.3
872247,Bekant Desk,Furniture,Office Furniture,10,5777.88,6544.72,766.84,India,Tamil Nadu,Chennai,13-01-2025,4.1
126226,Lack Coffee Table,Furniture,Living Room Furniture,20,6225.74,6835.27,609.53,India,Tamil Nadu,Chennai,31-01-2024,3.4
126226,Lack Coffee Table,Furniture,Living Room Furniture,34,2865.06,3536.2,671.14,India,Karnataka,Bangalore,21-03-2023,3.7
877573,Malm Bed Frame,Furniture,Bedroom Furniture,37,5142.46,5358.88,216.42,India,Karnataka,Bangalore,08-04-2023,3.6
131245,Oumbarlig Saucepan,Kitchen and Dining,Cookware,6,11363.42,13761,2397.58,India,West Bengal,Kolkata,04-11-2024,4.8
207474,Markus Office Chair,Furniture,Office Furniture,26,1790.78,3293.66,1502.88,India,Maharashtra,Mumbai,04-04-2023,3.7
216740,Poang Armchair,Furniture,Living Room Furniture,5,3942.97,5039.08,1096.11,India,Karnataka,Bangalore,10-04-2023,4
542418,Vardagen Frying Pan,Kitchen and Dining,Cookware,26,9592.78,11710.3,2117.52,India,Delhi,New Delhi,29-12-2023,4.8
246317,Franklin Bar Stool,Furniture,Dining Room Furniture,22,3628.26,6406.9,2778.64,India,Maharashtra,Mumbai,13-04-2023,3.2
770488,Kivik Sofa,Furniture,Living Room Furniture,14,2913.74,6077.33,3163.59,India,Tamil Nadu,Chennai,28-08-2024,4
191162,Samla Storage Box,Storage and Organization,Boxes and Baskets,44,10818.15,13142.89,2324.74,India,Maharashtra,Mumbai,23-08-2024,4.7
542418,Vardagen Frying Pan,Kitchen and Dining,Cookware,16,2331.45,4028.22,1696.77,India,West Bengal,Kolkata,13-11-2023,4.7
207474,Markus Office Chair,Furniture,Office Furniture,9,9074.44,10848.42,1773.98,India,Delhi,New Delhi,19-10-2024,3.5
329259,Vindum High-Pile Rug,Home Decor,Textiles,46,7894,8804.79,910.79,India,Maharashtra,Mumbai,09-05-2023,3.2
